x,y,sensor_value,acc_weight,acc_weight_reading,confidence,acc_variance,variance
450.0,850.0,0.19,2.266478769059637e-05,1.3428094941353103e-06,0.9999652257741248,2.1006533083224783e-10,0.0
450.0,900.0,0.19,2.231494157474629e-05,1.322090080194898e-06,0.9999523741805105,1.9369450139822851e-10,0.0
450.0,950.0,0.19,2.2130556023328084e-05,1.3119070577228113e-06,0.9999438985285127,1.9252295697756137e-10,0.0
450.0,1000.0,0.19,2.2185911946009693e-05,1.3177164687419815e-06,0.9999465827924806,2.1360983561584397e-10,0.0
450.0,1050.0,0.19,2.2458909743952145e-05,1.3392781775012825e-06,0.9999581310113247,2.634559669334907e-10,0.0
450.0,1100.0,0.19,2.2812134200921668e-05,1.3698370398925252e-06,0.999969584470517,3.4437185745530306e-10,0.0
450.0,1150.0,0.19,2.3038821911388665e-05,1.3988346032944669e-06,0.9999752896447706,4.510585366042216e-10,0.0
450.0,1200.0,0.2,2.293765716555728e-05,1.415682051591421e-06,0.999972882452764,5.692647193272938e-10,0.0
450.0,1250.0,0.2,2.236646035199389e-05,1.4116527982889916e-06,0.9999545156295112,6.77820496635981e-10,0.0
450.0,1300.0,0.21,2.12514926389809e-05,1.3791494590860592e-06,0.9998797782918559,7.53848709235681e-10,0.0
450.0,1350.0,0.22,1.9569385173768618e-05,1.3104379277976679e-06,0.9995257783384873,7.793839206658283e-10,0.0
450.0,1400.0,0.23,1.7339151096849464e-05,1.1988491442215413e-06,0.9975427165051695,7.469146874207015e-10,0.0
450.0,1450.0,0.24,1.4644257458279392e-05,1.0432294940258312e-06,0.9862411388370207,6.61775518898571e-10,0.0
450.0,1500.0,0.25,1.1663624174002221e-05,8.526996603134257e-07,0.9340521542765842,5.404721156042589e-10,0.01
450.0,1550.0,0.25,8.666677752645772e-06,6.471818539069094e-07,0.7771308987654225,4.054737939432285e-10,0.03
450.0,1600.0,0.25,5.950109302461497e-06,4.5178862468198687e-07,0.5071638693145628,2.784012175169869e-10,0.07
450.0,1650.0,0.25,3.7443309659848578e-06,2.879480976820407e-07,0.2443698871146106,1.743008547596537e-10,0.1
450.0,1700.0,0.25,2.146273623396291e-06,1.6663960952137377e-07,0.08795421117918156,9.916593494511269e-11,0.12
500.0,0.0,0.17,1.3177945329407486e-05,7.232346321880074e-07,0.9689055140101174,3.0774274517354217e-10,0.0
500.0,50.0,0.16,1.7213356759098757e-05,9.421315067804033e-07,0.9973197084040303,4.065807227337379e-10,0.0
500.0,100.0,0.16,2.0726537217337877e-05,1.1318021220538342e-06,0.9998132520484272,4.974913762071106e-10,0.0
500.0,150.0,0.16,2.3225635930202966e-05,1.2661439686412792e-06,0.9999792096933567,5.701565457810455e-10,0.0
500.0,200.0,0.16,2.4530096940452777e-05,1.3360546488422566e-06,0.9999940138268202,6.205265340390662e-10,0.0
500.0,250.0,0.16,2.4819627182849015e-05,1.3518188661742598e-06,0.9999955008506151,6.510434596343576e-10,0.0
500.0,300.0,0.16,2.4521269838794305e-05,1.3371067459095062e-06,0.9999939618004245,6.674983813885659e-10,0.0
500.0,350.0,0.16,2.4102094545749912e-05,1.318094410877519e-06,0.9999909256317896,6.749752354035876e-10,0.0
500.0,400.0,0.17,2.3875438410159115e-05,1.312975601878443e-06,0.9999887227321352,6.757135185654595e-10,0.0
500.0,450.0,0.17,2.3908361815064934e-05,1.3262542881170228e-06,0.9999890717956388,6.698268805262491e-10,0.0
500.0,500.0,0.17,2.405874251247484e-05,1.3497609405731965e-06,0.9999905389646093,6.573598561998866e-10,0.0
500.0,550.0,0.17,2.4103880324652624e-05,1.3692169981433133e-06,0.9999909412307689,6.393607514886496e-10,0.0
500.0,600.0,0.18,2.3879689643376585e-05,1.3724700111923916e-06,0.9999887683970693,6.170962815820579e-10,0.0
500.0,650.0,0.18,2.335391864589666e-05,1.3548538422257497e-06,0.9999815500109615,5.906081696013275e-10,0.0
500.0,700.0,0.18,2.260810899330607e-05,1.3193826248834728e-06,0.9999633958874986,5.583900059155353e-10,0.0
500.0,750.0,0.18,2.1767052471588876e-05,1.2732554721999307e-06,0.9999228249235029,5.186962808186004e-10,0.0
500.0,800.0,0.18,2.0941871565233482e-05,1.224327667900193e-06,0.999843909941646,4.714843974478276e-10,0.0
500.0,850.0,0.18,2.0221853192730016e-05,1.1799190688765009e-06,0.9997177510607468,4.197353392375787e-10,0.0
500.0,900.0,0.18,1.96930400760122e-05,1.1471308269520464e-06,0.9995696308866994,3.696846113554424e-10,0.0
500.0,950.0,0.18,1.9436194444493908e-05,1.132217618792052e-06,0.999473892540943,3.300857889053422e-10,0.0
500.0,1000.0,0.18,1.9485963029423975e-05,1.1380842921847402e-06,0.9994938714486709,3.1052881016007303e-10,0.0
500.0,1050.0,0.18,1.9781508468431634e-05,1.1616481385762189e-06,0.9995986446010827,3.1872982795584895e-10,0.0
500.0,1100.0,0.19,2.0155373303246966e-05,1.193599893690304e-06,0.9997021955095204,3.5726987617682516e-10,0.0
500.0,1150.0,0.19,2.0379050686425894e-05,1.2212882452361215e-06,0.9997515524101356,4.2111892191452177e-10,0.0
500.0,1200.0,0.19,2.0240511699545352e-05,1.2329340825920649e-06,0.9997219778722541,4.974607176720548e-10,0.0
500.0,1250.0,0.2,1.9607261469971126e-05,1.2204084854298849e-06,0.9995396355873857,5.684035755787845e-10,0.0
500.0,1300.0,0.21,1.8442601596448195e-05,1.1791493187387464e-06,0.998883785113227,6.15725833665713e-10,0.0
500.0,1350.0,0.22,1.6780188021404783e-05,1.1063792108182132e-06,0.9964025778868303,6.258847753999785e-10,0.0
500.0,1400.0,0.23,1.469254013157161e-05,1.0004003483364137e-06,0.9866251806348407,5.936001004846558e-10,0.0
500.0,1450.0,0.24,1.2285390552811867e-05,8.626291248471229e-07,0.9510274664821552,5.230421438482079e-10,0.01
500.0,1500.0,0.25,9.713923483001083e-06,7.008809658111336e-07,0.8483045404726712,4.263940351715377e-10,0.02
500.0,1550.0,0.25,7.185641837716975e-06,5.303192629332935e-07,0.6436861966381913,3.2017712105858616e-10,0.05
500.0,1600.0,0.25,4.922683920708919e-06,3.698986786989791e-07,0.38388142508348944,2.20441844573285e-10,0.08
500.0,1650.0,0.25,3.0963551036410875e-06,2.359181691648442e-07,0.1743741588878841,1.385532491938203e-10,0.11
500.0,1700.0,0.25,1.7759811204384367e-06,1.367504493885094e-07,0.06109207417066198,7.918395531753822e-11,0.13
550.0,0.0,0.16,1.3569793111372714e-05,7.348080349463565e-07,0.9747820275056862,3.5573768911379204e-10,0.0
550.0,50.0,0.16,1.75654185559045e-05,9.485625656932978e-07,0.9979015225122858,4.623568355359395e-10,0.0
550.0,100.0,0.16,2.0934382821696808e-05,1.1276789268471676e-06,0.9998429285586997,5.558584982354362e-10,0.0
550.0,150.0,0.16,2.319693356202372e-05,1.2470208715278916e-06,0.9999786486091502,6.261891979337857e-10,0.0
550.0,200.0,0.16,2.4216704339025953e-05,1.3000669691295621e-06,0.9999918763836345,6.72145819078944e-10,0.0
550.0,250.0,0.16,2.4230204934485885e-05,1.3002404746374756e-06,0.9999919818849102,7.007971546015874e-10,0.0
550.0,300.0,0.16,2.3709104447772327e-05,1.2735910691251475e-06,0.9999867899711289,7.229381944247027e-10,0.0
550.0,350.0,0.16,2.3138603571520025e-05,1.2471514446241175e-06,0.9999774635514301,7.479277202461528e-10,0.0
550.0,400.0,0.16,2.2825221865177644e-05,1.2385213722746353e-06,0.9999699453923837,7.810223517422983e-10,0.0
550.0,450.0,0.17,2.2813843621075415e-05,1.2506643491961194e-06,0.9999696318448074,8.235874834603231e-10,0.0
550.0,500.0,0.17,2.2931922465268415e-05,1.2733075139343824e-06,0.9999727395130972,8.740798176454517e-10,0.0
550.0,550.0,0.17,2.2921307211898637e-05,1.2897134876804235e-06,0.9999724730280747,9.278488887198839e-10,0.0
550.0,600.0,0.17,2.2584391531184735e-05,1.2853979678946927e-06,0.9999626032962604,9.761924730525096e-10,0.0
550.0,650.0,0.18,2.1872952496995126e-05,1.2545363808160706e-06,0.9999296338765966,1.0069203190308556e-09,0.0
550.0,700.0,0.18,2.0886664690097938e-05,1.2012844007365009e-06,0.9998365372482582,1.0077736457446846e-09,0.0
550.0,750.0,0.18,1.9803865032137537e-05,1.1364551849177565e-06,0.9996056811314576,9.71330933883691e-10,0.0
550.0,800.0,0.18,1.880219891826866e-05,1.0726156313576871e-06,0.9991459205237408,8.984415122074096e-10,0.0
550.0,850.0,0.17,1.8015425872125386e-05,1.0206068968134702e-06,0.9984762045170797,7.983503984984536e-10,0.0
550.0,900.0,0.17,1.752863944971695e-05,9.881746086090702e-07,0.9978466850293668,6.860784231718872e-10,0.0
550.0,950.0,0.17,1.7380851950774098e-05,9.793613508678889e-07,0.9976128033258911,5.788019444842029e-10,0.0
550.0,1000.0,0.17,1.7550480948900175e-05,9.934656706593608e-07,0.9978794072352826,4.923148228109709e-10,0.0
550.0,1050.0,0.18,1.7932229130489126e-05,1.0240359446899596e-06,0.9983823462725434,4.377076277116491e-10,0.0
550.0,1100.0,0.18,1.8335940961473978e-05,1.0594144245749873e-06,0.9987927503807051,4.18553228005901e-10,0.0
550.0,1150.0,0.18,1.8527853197214767e-05,1.085611433284088e-06,0.998951928432323,4.296588160360376e-10,0.0
550.0,1200.0,0.19,1.830248525400518e-05,1.0904781434644995e-06,0.9987628098546781,4.584145999484684e-10,0.0
550.0,1250.0,0.19,1.7546953044759265e-05,1.06689546878943e-06,0.9978741529739645,4.885569450570202e-10,0.0
550.0,1300.0,0.2,1.6261487301825257e-05,1.0132150833541835e-06,0.9949329869263126,5.048365661883731e-10,0.0
550.0,1350.0,0.21,1.4531283917277028e-05,9.312968336807558e-07,0.9853042544155629,4.96812019568517e-10,0.0
550.0,1400.0,0.22,1.2480190850196624e-05,8.244424399825185e-07,0.9555288557369661,4.60798918026083e-10,0.01
550.0,1450.0,0.23,1.0243384972464656e-05,6.973257011296889e-07,0.8771835575791256,3.999595968341223e-10,0.02
550.0,1500.0,0.24,7.967598365989847e-06,5.576114056119735e-07,0.7188200644421735,3.2288726802174566e-10,0.04
550.0,1550.0,0.24,5.814459775056651e-06,4.167745561950303e-07,0.4911916272154647,2.410170641818309e-10,0.07
550.0,1600.0,0.25,3.940716978180287e-06,2.881061510691495e-07,0.26682202511919073,1.6539425703458e-10,0.1
550.0,1650.0,0.25,2.4580475626122206e-06,1.8258467702432664e-07,0.11374898845463843,1.0379431757904672e-10,0.12
550.0,1700.0,0.24,1.4007162649758225e-06,1.0536265491784993e-07,0.03845369191677728,5.929274880539222e-11,0.13
600.0,0.0,0.16,1.3665412974817077e-05,7.290988821186129e-07,0.9760609984475067,4.4291733424721614e-10,0.0
600.0,50.0,0.16,1.75680429377389e-05,9.337981035005458e-07,0.9979053859770733,5.658089305842302e-10,0.0
600.0,100.0,0.16,2.0777713944509744e-05,1.1001305800070639e-06,0.9998210138075694,6.673494214540439e-10,0.0
600.0,150.0,0.16,2.2836220887534757e-05,1.2045612159783356e-06,0.999970245558553,7.375326521366907e-10,0.0
600.0,200.0,0.15,2.3646837556963228e-05,1.2431463327664275e-06,0.9999859880712985,7.794449507870581e-10,0.0
600.0,250.0,0.15,2.3485990514637484e-05,1.2318393684876543e-06,0.9999836957466905,8.074303074710378e-10,0.0
600.0,300.0,0.15,2.284838753749195e-05,1.1981829548898069e-06,0.9999705742644466,8.402400256579232e-10,0.0
600.0,350.0,0.15,2.2220660052662935e-05,1.1693423442754484e-06,0.9999482049943962,8.940339868857143e-10,0.0
600.0,400.0,0.16,2.189738115097301e-05,1.1620783079769937e-06,0.9999311216460057,9.788925131974577e-10,0.0
600.0,450.0,0.16,2.190849695785872e-05,1.1780787040641926e-06,0.999931788712877,1.0983256451679638e-09,0.0
600.0,500.0,0.16,2.206581583996889e-05,1.205493554511803e-06,0.9999405968377101,1.2485911334028471e-09,0.0
600.0,550.0,0.17,2.2090711222438254e-05,1.2255586510137505e-06,0.9999418877179903,1.416295983199232e-09,0.0
600.0,600.0,0.17,2.1761322050494868e-05,1.2215621620077803e-06,0.9999224392286857,1.5768371314195765e-09,0.0
600.0,650.0,0.17,2.101493709037338e-05,1.1863121898414729e-06,0.9998531863217942,1.6979126880122626e-09,0.0
600.0,700.0,0.17,1.9964502014093097e-05,1.1247815273018248e-06,0.9996529446608811,1.7491049011715365e-09,0.0
600.0,750.0,0.17,1.8833484115971738e-05,1.0511504719397975e-06,0.9991657843003314,1.7131961274946467e-09,0.0
600.0,800.0,0.17,1.785612357907578e-05,9.825632707994457e-07,0.9982918475316974,1.5927262207923113e-09,0.0
600.0,850.0,0.16,1.719970575128654e-05,9.332247580756577e-07,0.9972944250191355,1.4084710947195926e-09,0.0
600.0,900.0,0.16,1.693592739147094e-05,9.111490533347215e-07,0.9967609737030644,1.1918323024059097e-09,0.0
600.0,950.0,0.16,1.7047974937298083e-05,9.174706061494997e-07,0.9969983263818203,9.75779215290846e-10,0.0
600.0,1000.0,0.16,1.7443897065484438e-05,9.469652535810937e-07,0.9977152879898289,7.876595302761359e-10,0.0
600.0,1050.0,0.17,1.7963356392694196e-05,9.8897502677388e-07,0.9984180696264665,6.446380601027387e-10,0.0
600.0,1100.0,0.17,1.8390650260863684e-05,1.029087889011304e-06,0.9988402699742802,5.515794427459486e-10,0.0
600.0,1150.0,0.17,1.849328464580785e-05,1.0521688962217245e-06,0.9989247757619643,5.016652774203672e-10,0.0
600.0,1200.0,0.18,1.8084975566501445e-05,1.046310003887341e-06,0.9985507820124186,4.799597777639721e-10,0.0
600.0,1250.0,0.18,1.7084193052460727e-05,1.0059865397067882e-06,0.9970715791461302,4.688722218006401e-10,0.0
600.0,1300.0,0.19,1.55329781623422e-05,9.326466171965799e-07,0.9919499587066924,4.533635043996944e-10,0.0
600.0,1350.0,0.2,1.3566166092917728e-05,8.325804764446536e-07,0.9747323731790932,4.24099983668837e-10,0.0
600.0,1400.0,0.21,1.135680738804563e-05,7.139132193572071e-07,0.9240537338268348,3.781884503279529e-10,0.01
600.0,1450.0,0.22,9.075096113960456e-06,5.849267541161977e-07,0.8071784595890894,3.182476683963812e-10,0.03
600.0,1500.0,0.23,6.875350367828136e-06,4.541743847722555e-07,0.6112211680564794,2.506620260295954e-10,0.05
600.0,1550.0,0.24,4.895060634633501e-06,3.308554187284429e-07,0.38053289929385814,1.8342598086369395e-10,0.08
600.0,1600.0,0.24,3.2442446627141007e-06,2.238202852060227e-07,0.1897031193914347,1.2385244604580494e-10,0.11
600.0,1650.0,0.24,1.983787038911129e-06,1.3932944981851108e-07,0.0756393073583842,7.669227448173908e-11,0.13
600.0,1700.0,0.24,1.1107888773295126e-06,7.92236327636209e-08,0.02435813512804208,4.3322967081832596e-11,0.13
650.0,0.0,0.16,1.3748017935079841e-05,7.229421660029316e-07,0.9771202759868108,5.853116908115738e-10,0.0
650.0,50.0,0.15,1.7640706698226e-05,9.222337987359008e-07,0.9980097958042,7.385336958819453e-10,0.0
650.0,150.0,0.15,2.2877046289588754e-05,1.1799375573419043e-06,0.9999713349277752,9.3631581031528e-10,0.0
650.0,200.0,0.15,2.3695855451895985e-05,1.2138239787103685e-06,0.9999866231066531,9.788356030262448e-10,0.0
650.0,250.0,0.15,2.357333424220117e-05,1.200854286613735e-06,0.9999849815862603,1.010971261031672e-09,0.0
650.0,300.0,0.15,2.3000449868083097e-05,1.1690334213529664e-06,0.9999744015963659,1.0625634644731425e-09,0.0
650.0,350.0,0.15,2.2452168828211493e-05,1.1452558959476264e-06,0.9999578769116219,1.1592377935906038e-09,0.0
650.0,400.0,0.15,2.2213697601900937e-05,1.1457098357620526e-06,0.9999478837489101,1.3177881693799659e-09,0.0
650.0,450.0,0.15,2.2313568196967637e-05,1.1714404978858927e-06,0.9999523158043317,1.544940174080447e-09,0.0
650.0,500.0,0.16,2.256480557167958e-05,1.2095834374427746e-06,0.9999619364950818,1.8345159645469293e-09,0.0
650.0,550.0,0.16,2.2682000741025663e-05,1.2395251996830535e-06,0.999965764048234,2.1617006864930864e-09,0.0
650.0,600.0,0.17,2.2426193519093262e-05,1.2420753256073346e-06,0.9999568839975465,2.4799019290136738e-09,0.0
650.0,650.0,0.17,2.172062318631707e-05,1.2081989742289437e-06,0.9999196469359692,2.727735705380261e-09,0.0
650.0,700.0,0.17,2.0687320256220042e-05,1.1432883562164923e-06,0.9998070908124838,2.847392880156487e-09,0.0
650.0,750.0,0.16,1.9589322016746213e-05,1.0648031925578333e-06,0.9995331202160991,2.8060936560761707e-09,0.0
650.0,800.0,0.16,1.8713622228061497e-05,9.947438151948629e-07,0.9990872718275519,2.6084896149356995e-09,0.0
650.0,850.0,0.15,1.8260160698663626e-05,9.511777483909336e-07,0.9987239479098327,2.2935010618330717e-09,0.0
650.0,900.0,0.15,1.8287484297449104e-05,9.428003944576017e-07,0.9987491631904958,1.9190211063010477e-09,0.0
650.0,950.0,0.15,1.8720182101548884e-05,9.67828249417277e-07,0.9990917403133859,1.5436855012748072e-09,0.0
650.0,1000.0,0.15,1.938715040217318e-05,1.0159298695674832e-06,0.9994534860638712,1.2132259158939947e-09,0.0
650.0,1050.0,0.16,2.0060061337119185e-05,1.0712898350265004e-06,0.9996784851977359,9.53743879101112e-10,0.0
650.0,1100.0,0.16,2.0487319734406373e-05,1.115937417468621e-06,0.9997725790224002,7.709138708466167e-10,0.0
650.0,1150.0,0.17,2.0436775832754356e-05,1.1334129409874538e-06,0.9997629803540722,6.537015428009358e-10,0.0
650.0,1200.0,0.17,1.975044674730457e-05,1.1125423206538043e-06,0.9995886729360821,5.812617965950868e-10,0.0
650.0,1250.0,0.18,1.839003914407214e-05,1.0500868424600562e-06,0.9988397488715973,5.308843865733383e-10,0.0
650.0,1300.0,0.18,1.6444378075038802e-05,9.508402119675467e-07,0.9955039306625337,4.843374849538196e-10,0.0
650.0,1350.0,0.18,1.4092242365917874e-05,8.250640647565382e-07,0.9811083541711889,4.30954679578742e-10,0.0
650.0,1400.0,0.19,1.1545542273485041e-05,6.84911940357469e-07,0.9303392274734986,3.676410532792172e-10,0.01
650.0,1450.0,0.2,9.005895831686983e-06,5.418915635858237e-07,0.802295851429035,2.970752793856725e-10,0.03
650.0,1500.0,0.21,6.646107869897379e-06,4.0602323408211514e-07,0.5863745187645084,2.252596545488034e-10,0.06
650.0,1550.0,0.23,4.603033611898283e-06,2.8570352478645325e-07,0.34522306286651316,1.590091479936519e-10,0.09
650.0,1600.0,0.24,2.966199311742637e-06,1.8709467098846875e-07,0.161250461495815,1.0376705689428815e-10,0.11
650.0,1650.0,0.24,1.763941687444941e-06,1.130488245706553e-07,0.0602919957121536,6.222652236636387e-11,0.13
650.0,1700.0,0.24,9.612743987141378e-07,6.256867992643376e-08,0.018298497234706224,3.4116039543799025e-11,0.13
700.0,0.0,0.15,1.3983105914822473e-05,7.25352261018391e-07,0.9799153141020724,7.780699929128493e-10,0.0
700.0,50.0,0.15,1.801430400068377e-05,9.26637293515829e-07,0.9984749730268034,9.76298887931517e-10,0.0
700.0,100.0,0.15,2.139686842613518e-05,1.0900198014311951e-06,0.9998937893971778,1.1290484811932781e-09,0.0
700.0,150.0,0.14,2.3684308106846354e-05,1.1938508639323366e-06,0.9999864760328505,1.22436948516858e-09,0.0
700.0,200.0,0.14,2.4779818065239025e-05,1.2359989822872719e-06,0.9999953197533463,1.2771943565367823e-09,0.0
700.0,250.0,0.14,2.4939852322794143e-05,1.2333465816592957e-06,0.9999960078672816,1.3237826669996135e-09,0.0
700.0,300.0,0.14,2.462298176204554e-05,1.2132139118285804e-06,0.9999945358695731,1.4073166657641457e-09,0.0
700.0,350.0,0.14,2.4281211557631846e-05,1.201929937537704e-06,0.9999923687621608,1.56472919277921e-09,0.0
700.0,400.0,0.14,2.4196217920247707e-05,1.2155945213576734e-06,0.999991713749025,1.8208513978065298e-09,0.0
700.0,450.0,0.15,2.4411234688270266e-05,1.255441616903626e-06,0.9999932757786204,2.186691670194165e-09,0.0
700.0,500.0,0.16,2.475862587488656e-05,1.3082679608439354e-06,0.9999952205158429,2.654236337277658e-09,0.0
700.0,550.0,0.16,2.4960341543803542e-05,1.351815728107509e-06,0.999996088614543,3.1861013777805635e-09,0.0
700.0,600.0,0.17,2.47675077758945e-05,1.3641131444571282e-06,0.9999952623507194,3.7090337844790542e-09,0.0
700.0,650.0,0.17,2.4089039267644708e-05,1.3336604772184984e-06,0.999990810809093,4.123807125396278e-09,0.0
700.0,700.0,0.17,2.3050298835428308e-05,1.2656394727204492e-06,0.9999755495015661,4.334520474398275e-09,0.0
700.0,750.0,0.16,2.194730657223545e-05,1.1804860663188012e-06,0.9999340700094127,4.284683093722128e-09,0.0
700.0,800.0,0.15,2.111818520840313e-05,1.1053215635801858e-06,0.9998654114831386,3.979766885074977e-09,0.0
700.0,850.0,0.15,2.0802160886375808e-05,1.0629135968202864e-06,0.9998246133556833,3.483601118598698e-09,0.0
700.0,900.0,0.15,2.105700009101298e-05,1.063729261374019e-06,0.9998582881578719,2.8925638657125834e-09,0.0
700.0,950.0,0.15,2.1759205044155055e-05,1.103878531588237e-06,0.9999222962790322,2.3031701824395947e-09,0.0
700.0,1000.0,0.15,2.2660097297046132e-05,1.1680447558575579e-06,0.9999650777095411,1.787798726347629e-09,0.0
700.0,1050.0,0.16,2.345574583276144e-05,1.2347366758084815e-06,0.9999832264905781,1.3843529364963571e-09,0.0
700.0,1100.0,0.16,2.3849324777332095e-05,1.2817901055770759e-06,0.9999884383124594,1.097831645874781e-09,0.0
700.0,1150.0,0.16,2.360679909874176e-05,1.2912615282449435e-06,0.9999854480982733,9.091857153331676e-10,0.0
700.0,1200.0,0.17,2.260511592160552e-05,1.2531574844935255e-06,0.9999632967530273,7.872232820854472e-10,0.0
700.0,1250.0,0.17,2.0856802077153838e-05,1.1670732134631237e-06,0.9998324136048116,6.999226981232162e-10,0.0
700.0,1300.0,0.17,1.8494891584284726e-05,1.041050805197462e-06,0.9989260522832435,6.223366204091191e-10,0.0
700.0,1350.0,0.17,1.572525641183421e-05,8.882506862196394e-07,0.992861118585441,5.400280786628419e-10,0.0
700.0,1400.0,0.18,1.2775278207297659e-05,7.232511729669834e-07,0.9616829924225762,4.4882883738376653e-10,0.01
700.0,1450.0,0.18,9.862652190345986e-06,5.596031477683685e-07,0.856879935402867,3.523893098505198e-10,0.02
700.0,1500.0,0.2,7.182116525389041e-06,4.08812788272091e-07,0.6433253157584378,2.586435769104106e-10,0.05
700.0,1550.0,0.22,4.89159642708609e-06,2.797649122093079e-07,0.38011301615326876,1.7601959532836274e-10,0.08
700.0,1600.0,0.23,3.0894856922703526e-06,1.7786026220645288e-07,0.1736726862393132,1.1035231284147779e-10,0.11
700.0,1650.0,0.24,1.7956803828874722e-06,1.0423574392731005e-07,0.0624114323748175,6.340751307563014e-11,0.13
700.0,1700.0,0.24,9.543661511604042e-07,5.5941895017566056e-08,0.018038814200830866,3.3258670228577634e-11,0.13
750.0,0.0,0.15,1.4373817688541271e-05,7.343761105326636e-07,0.9839047269728984,9.906368878911504e-10,0.0
750.0,50.0,0.15,1.8660762519610426e-05,9.435243910848494e-07,0.9990505125349748,1.243102868194632e-09,0.0
750.0,100.0,0.14,2.2397265405174786e-05,1.118848643749779e-06,0.9999557520449031,1.439532542311255e-09,0.0
750.0,150.0,0.14,2.512151982138236e-05,1.238641354724626e-06,0.9999966713630133,1.5668195872020415e-09,0.0
750.0,200.0,0.14,2.6693981321245567e-05,1.2996642198832997e-06,0.9999993467855871,1.6465298923313068e-09,0.0
750.0,250.0,0.13,2.7310931482025194e-05,1.3169380728151943e-06,0.9999996643708629,1.7272664620342163e-09,0.0
750.0,300.0,0.13,2.7373500541465142e-05,1.3159389493657693e-06,0.9999996865550336,1.865812682059011e-09,0.0
750.0,350.0,0.14,2.7299885127802504e-05,1.3220279947049151e-06,0.9999996602998474,2.1103613702035715e-09,0.0
750.0,400.0,0.14,2.737224760269286e-05,1.3515869884058407e-06,0.999999686125038,2.4937773405191524e-09,0.0
750.0,450.0,0.15,2.766273138851729e-05,1.4068788689625657e-06,0.9999997719684612,3.032187666779694e-09,0.0
750.0,500.0,0.15,2.8041277248008048e-05,1.4752598251544793e-06,0.9999998503873233,3.717722453316802e-09,0.0
750.0,550.0,0.16,2.8253936823174976e-05,1.5334216409486065e-06,0.9999998822240974,4.5021481470848125e-09,0.0
750.0,600.0,0.17,2.8052296933729034e-05,1.5566463065276794e-06,0.999999852224266,5.283917411149474e-09,0.0
750.0,650.0,0.17,2.7331275837911296e-05,1.530348333868087e-06,0.9999996717455066,5.918358944733986e-09,0.0
750.0,700.0,0.17,2.620986090824039e-05,1.4583854236303088e-06,0.9999989101643862,6.258796632790912e-09,0.0
750.0,750.0,0.16,2.5003163134287682e-05,1.3630406778063345e-06,0.9999962523410094,6.212578262493075e-09,0.0
750.0,800.0,0.16,2.4092229233505793e-05,1.276043819662263e-06,0.9999908389928871,5.780631676409987e-09,0.0
750.0,850.0,0.15,2.3760793821189175e-05,1.225383226749837e-06,0.9999874221542178,5.056982315511473e-09,0.0
750.0,900.0,0.15,2.4084135122158107e-05,1.2247285872548838e-06,0.9999907673183975,4.190036419552438e-09,0.0
750.0,950.0,0.15,2.4913428247628125e-05,1.2697941757148482e-06,0.9999959013664782,3.3294071782383293e-09,0.0
750.0,1000.0,0.15,2.59394153203352e-05,1.3415625084589955e-06,0.9999985553031097,2.5847288914830644e-09,0.0
750.0,1050.0,0.16,2.6789747275251163e-05,1.413439246863788e-06,0.999999410344193,2.009115763027252e-09,0.0
750.0,1100.0,0.16,2.7123687290999718e-05,1.4591904142434441e-06,0.9999995885387292,1.6044093905388983e-09,0.0
750.0,1150.0,0.16,2.6706828101188758e-05,1.4595098190434533e-06,0.9999993556806448,1.3382623654740466e-09,0.0
750.0,1200.0,0.17,2.5453269135914267e-05,1.4058200514346259e-06,0.9999976196783472,1.1636893416671752e-09,0.0
750.0,1300.0,0.17,2.0775079220328587e-05,1.154052906237008e-06,0.9998206217454342,9.176245212489206e-10,0.0
750.0,1350.0,0.17,1.7713236552417565e-05,9.807300232928391e-07,0.9981092209356957,7.917712323223347e-10,0.0
750.0,1400.0,0.17,1.4446734365278842e-05,7.954178386433107e-07,0.9845667360169483,6.523124610671374e-10,0.0
750.0,1450.0,0.17,1.1187591668875318e-05,6.121311667926861e-07,0.9180368466278688,5.056602411607267e-10,0.01
750.0,1500.0,0.18,8.151258123815449e-06,4.435385981772639e-07,0.7349737982799998,3.6467988477681766e-10,0.04
750.0,1550.0,0.21,5.534414229233298e-06,2.999863816260123e-07,0.4578239073043867,2.4258557758134467e-10,0.07
750.0,1600.0,0.23,3.4708056176438236e-06,1.878013833333946e-07,0.2139701941929335,1.4787516255023413e-10,0.11
750.0,1650.0,0.24,1.995521674731619e-06,1.0802024151005947e-07,0.07650157254556256,8.221071533358781e-11,0.12
750.0,1700.0,0.24,1.045653691421277e-06,5.6739932980153746e-08,0.021615434037023595,4.154112658625456e-11,0.13
800.0,0.0,0.14,1.4824327224793115e-05,7.406389583936668e-07,0.9876256027251886,1.1763958402547252e-09,0.0
800.0,50.0,0.14,1.938710481217774e-05,9.582458912054442e-07,0.9994534667554529,1.4833461824815662e-09,0.0
800.0,100.0,0.14,2.351094707768857e-05,1.1475653109926864e-06,0.9999840734926101,1.7314156736739592e-09,0.0
800.0,150.0,0.13,2.6717641117249274e-05,1.2868271023971468e-06,0.9999993630768399,1.908070357862576e-09,0.0
800.0,200.0,0.13,2.8815514740781192e-05,1.371090090653871e-06,0.9999999379304745,2.041673409913766e-09,0.0
800.0,250.0,0.13,2.9925229798927312e-05,1.412514614830548e-06,0.9999999831312755,2.1919564980139795e-09,0.0
